timestamp,ekg
2020-01-01 12:00:00.000,0.0
2020-01-01 12:00:00.002,0.001326290803597445
2020-01-01 12:00:00.004,0.0026525792741856125
2020-01-01 12:00:00.006,0.003978863078759329
2020-01-01 12:00:00.008,0.005305139884321629
2020-01-01 12:00:00.010,0.006631407357887859
2020-01-01 12:00:00.012,0.007957663166489779
2020-01-01 12:00:00.014,0.00928390497717967
2020-01-01 12:00:00.016,0.010610130457034435
2020-01-01 12:00:00.018,0.011936337273159707
2020-01-01 12:00:00.020,0.013262523092693941
2020-01-01 12:00:00.022,0.014588685582812538
2020-01-01 12:00:00.024,0.015914822410731926
2020-01-01 12:00:00.026,0.017240931243713682
2020-01-01 12:00:00.028,0.01856700974906862
2020-01-01 12:00:00.030,0.019893055594160904
2020-01-01 12:00:00.032,0.021219066446412155
2020-01-01 12:00:00.034,0.022545039973305547
2020-01-01 12:00:00.036,0.023870973842389894
2020-01-01 12:00:00.038,0.025196865721283795
2020-01-01 12:00:00.040,0.0265227132776797
2020-01-01 12:00:00.042,0.02784851417934802
2020-01-01 12:00:00.044,0.02917426609414124
2020-01-01 12:00:00.046,0.030499966689998013
2020-01-01 12:00:00.048,0.03182561363494727
2020-01-01 12:00:00.050,0.033151204597112315
2020-01-01 12:00:00.052,0.03447673724471491
2020-01-01 12:00:00.054,0.03580220924607942
2020-01-01 12:00:00.056,0.03712761826963689
2020-01-01 12:00:00.058,0.03845296198392911
2020-01-01 12:00:00.060,0.039778238057612804
2020-01-01 12:00:00.062,0.041103444159463653
2020-01-01 12:00:00.064,0.0424285779583804
2020-01-01 12:00:00.066,0.04375363712338901
2020-01-01 12:00:00.068,0.04507861932364672
2020-01-01 12:00:00.070,0.04640352222844614
2020-01-01 12:00:00.072,0.04772834350721937
2020-01-01 12:00:00.074,0.04905308082954211
2020-01-01 12:00:00.076,0.05037773186513773
2020-01-01 12:00:00.078,0.05170229428388137
2020-01-01 12:00:00.080,0.053026765755804076
2020-01-01 12:00:00.082,0.054351143951096866
2020-01-01 12:00:00.084,0.055675426540114814
2020-01-01 12:00:00.086,0.056999611193381206
2020-01-01 12:00:00.088,0.05832369558159159
2020-01-01 12:00:00.090,0.05964767737561785
2020-01-01 12:00:00.092,0.0609715542465124
2020-01-01 12:00:00.094,0.06229532386551217
2020-01-01 12:00:00.096,0.06361898390404276
2020-01-01 12:00:00.098,0.06494253203372255
2020-01-01 12:00:00.100,0.06626596592636677
2020-01-01 12:00:00.102,0.06758928325399154
2020-01-01 12:00:00.104,0.06891248168881811
2020-01-01 12:00:00.106,0.07023555890327683
2020-01-01 12:00:00.108,0.07155851257001125
2020-01-01 12:00:00.110,0.0728813403618823
2020-01-01 12:00:00.112,0.0742040399519723
2020-01-01 12:00:00.114,0.0755266090135891
2020-01-01 12:00:00.116,0.07684904522027013
2020-01-01 12:00:00.118,0.07817134624578653
2020-01-01 12:00:00.120,0.07949350976414725
2020-01-01 12:00:00.122,0.0808155334496031
2020-01-01 12:00:00.124,0.08213741497665088
2020-01-01 12:00:00.126,0.08345915202003741
2020-01-01 12:00:00.128,0.08478074225476373
2020-01-01 12:00:00.130,0.08610218335608907
2020-01-01 12:00:00.132,0.08742347299953501
2020-01-01 12:00:00.134,0.08874460886088958
2020-01-01 12:00:00.136,0.09006558861621128
2020-01-01 12:00:00.138,0.09138640994183318
2020-01-01 12:00:00.140,0.09270707051436715
2020-01-01 12:00:00.142,0.09402756801070772
2020-01-01 12:00:00.144,0.0953479001080363
2020-01-01 12:00:00.146,0.09666806448382531
2020-01-01 12:00:00.148,0.0979880588158421
2020-01-01 12:00:00.150,0.09930788078215325
2020-01-01 12:00:00.152,0.10062752806112844
2020-01-01 12:00:00.154,0.10194699833144467
2020-01-01 12:00:00.156,0.10326628927209032
2020-01-01 12:00:00.158,0.10458539856236922
2020-01-01 12:00:00.160,0.10590432388190468
2020-01-01 12:00:00.162,0.10722306291064371
2020-01-01 12:00:00.164,0.10854161332886093
2020-01-01 12:00:00.166,0.10985997281716278
2020-01-01 12:00:00.168,0.11117813905649158
2020-01-01 12:00:00.170,0.11249610972812953
2020-01-01 12:00:00.172,0.11381388251370284
2020-01-01 12:00:00.174,0.11513145509518587
2020-01-01 12:00:00.176,0.11644882515490511
2020-01-01 12:00:00.178,0.11776599037554326
2020-01-01 12:00:00.180,0.11908294844014346
2020-01-01 12:00:00.182,0.1203996970321131
2020-01-01 12:00:00.184,0.12171623383522813
2020-01-01 12:00:00.186,0.12303255653363704
2020-01-01 12:00:00.188,0.12434866281186492
2020-01-01 12:00:00.190,0.12566455035481758
2020-01-01 12:00:00.192,0.12698021684778552
2020-01-01 12:00:00.194,0.1282956599764482
2020-01-01 12:00:00.196,0.12961087742687794
2020-01-01 12:00:00.198,0.13092586688554395
